project_id,project_name,reporting_month,month_number,ministry,sector,state,implementing_agency_type,original_cost_crore,latest_revised_cost_crore,cumulative_expenditure_crore,planned_duration_months,elapsed_duration_months,schedule_consumption_pct,expected_physical_progress_pct,physical_progress_pct,financial_progress_pct,progress_gap_pct,financial_physical_gap_pct,milestones_total,milestones_expected_to_date,milestones_delayed,milestone_delay_rate_pct,land_acquisition_delay,clearance_delay,contractor_delay,funding_issue,expenditure_ratio_pct,observable_risk_score,final_cost_overrun_pct,final_time_overrun_pct,final_cost_overrun_flag,final_time_overrun_flag,final_major_risk_flag,final_revised_cost_crore,final_actual_duration_months,dataset_split
PAI-00032,Demo Infrastructure Project 0032,2025-02,2,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2881.6,420.66,52,9,17.31,16.41,17.06,22.32,-0.65,5.26,25,4,0.0,0.0,0.0,1.0,0.0,0.0,14.6,9.78,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-03,3,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2889.54,750.18,52,13,25.0,22.46,21.43,17.77,1.03,-3.66,25,6,1.0,16.67,1.0,0.0,0.0,0.0,25.96,14.4,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-04,4,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2898.03,868.3,52,17,32.69,33.18,34.92,35.85,-1.74,0.93,25,8,1.0,12.5,0.0,1.0,0.0,0.0,29.96,13.81,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-05,5,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2906.96,1078.21,52,22,42.31,44.01,43.51,56.82,0.5,13.31,25,10,1.0,10.0,0.0,0.0,0.0,1.0,37.09,16.95,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-06,6,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2916.25,1310.06,52,26,50.0,49.32,46.86,53.82,2.46,6.97,25,12,3.0,25.0,0.0,1.0,0.0,0.0,44.92,29.28,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-07,7,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2925.87,1477.7,52,30,57.69,58.54,60.07,54.79,-1.53,-5.29,25,14,4.0,28.57,0.0,0.0,0.0,0.0,50.5,13.95,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-08,8,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2935.76,1858.49,52,35,67.31,62.66,51.68,54.66,10.99,2.99,25,16,3.0,18.75,0.0,0.0,0.0,0.0,63.31,24.93,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-09,9,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2945.91,2041.56,52,39,75.0,73.29,70.91,75.22,2.38,4.3,25,18,4.0,22.22,0.0,0.0,0.0,0.0,69.3,19.16,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-10,10,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2956.28,2255.67,52,43,82.69,84.75,78.92,86.05,5.83,7.14,25,20,4.0,20.0,0.0,0.0,0.0,0.0,76.3,22.25,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-11,11,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2966.86,2294.1,52,48,92.31,93.78,91.59,96.59,2.19,5.0,25,22,9.0,40.91,1.0,0.0,0.0,0.0,77.32,26.85,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00032,Demo Infrastructure Project 0032,2025-12,12,Ministry of Power,Mining,Madhya Pradesh,Central Government Department,2868.94,2977.64,2618.58,52,52,100.0,100.0,100.0,98.1,0.0,-1.9,25,25,5.0,20.0,0.0,0.0,0.0,,87.94,12.44,3.79,0.07,0,0,0,2977.64,53,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-01,1,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,438.41,56.95,43,4,9.3,9.56,10.23,17.24,-0.67,7.0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,12.99,9.69,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-02,2,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,443.11,67.62,43,7,16.28,12.71,13.03,14.59,-0.32,1.57,19,3,0.0,0.0,0.0,,0.0,1.0,15.26,2.22,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-03,3,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,448.32,100.66,43,11,25.58,23.51,22.19,26.45,1.31,4.25,19,4,1.0,25.0,0.0,0.0,0.0,0.0,22.45,8.56,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-04,4,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,453.89,123.29,43,14,32.56,34.9,33.76,35.35,1.15,1.6,19,6,1.0,16.67,0.0,1.0,0.0,0.0,27.16,11.9,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-05,5,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,459.76,160.83,43,18,41.86,42.75,35.7,50.6,7.05,14.91,19,7,1.0,14.29,0.0,1.0,0.0,0.0,34.98,32.38,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-06,6,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,465.86,196.32,43,22,51.16,49.46,45.98,46.75,3.48,0.77,19,9,1.0,11.11,0.0,0.0,1.0,0.0,42.14,20.25,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-07,7,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,472.18,238.83,43,25,58.14,60.21,60.01,66.03,0.2,6.02,19,11,2.0,18.18,0.0,0.0,1.0,0.0,50.58,25.89,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-08,8,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,478.67,261.27,43,29,67.44,67.19,68.8,83.97,-1.62,15.16,19,12,3.0,25.0,0.0,0.0,0.0,0.0,54.58,20.88,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-09,9,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,485.33,301.66,43,32,74.42,75.14,67.06,75.23,8.08,8.17,19,14,1.0,7.14,0.0,0.0,0.0,0.0,62.16,22.94,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-10,10,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,492.15,296.31,43,36,83.72,84.53,81.76,85.45,2.78,3.69,19,15,4.0,26.67,0.0,0.0,1.0,1.0,60.21,27.01,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-11,11,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,499.1,367.75,43,39,90.7,92.48,87.03,91.47,5.45,4.45,19,17,5.0,29.41,0.0,1.0,1.0,0.0,73.68,38.68,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00034,Demo Infrastructure Project 0034,2025-12,12,Ministry of Communications,Energy,Uttar Pradesh,State-linked Implementing Agency,434.79,506.17,369.33,43,43,100.0,100.0,95.02,95.55,4.98,0.53,19,19,5.0,26.32,0.0,0.0,0.0,0.0,72.97,18.31,16.42,7.08,1,0,1,506.17,47,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-01,1,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1219.1,137.88,77,6,7.79,10.68,9.23,16.8,1.45,7.57,30,2,0.0,0.0,0.0,0.0,0.0,0.0,11.31,5.73,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-02,2,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1226.35,229.1,77,13,16.88,18.59,22.05,16.49,-3.45,-5.55,30,5,0.0,0.0,,0.0,0.0,0.0,18.68,4.83,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-03,3,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1234.39,290.58,77,19,24.68,23.03,31.76,37.64,-8.73,5.89,30,7,2.0,28.57,0.0,1.0,0.0,0.0,23.54,22.38,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-04,4,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1243.0,356.29,77,26,33.77,36.38,37.93,47.48,-1.55,9.54,30,10,2.0,20.0,0.0,0.0,0.0,0.0,28.66,15.3,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-05,5,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1252.06,496.78,77,32,41.56,37.9,38.68,45.55,-0.78,6.87,30,12,0.0,0.0,0.0,0.0,0.0,0.0,39.68,12.11,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-06,6,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1261.48,616.09,77,38,49.35,50.93,51.35,56.05,-0.42,4.7,30,15,3.0,20.0,0.0,0.0,0.0,1.0,48.84,8.57,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-07,7,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1271.23,685.64,77,45,58.44,61.18,60.07,54.67,1.12,-5.4,30,17,5.0,29.41,0.0,0.0,1.0,0.0,53.93,22.27,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-08,8,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1281.26,747.16,77,51,66.23,64.64,69.55,81.91,-4.91,12.37,30,20,3.0,15.0,0.0,0.0,0.0,0.0,58.31,27.32,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-09,9,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1291.54,833.69,77,58,75.32,79.22,78.52,91.09,0.71,12.57,30,22,3.0,13.64,0.0,0.0,0.0,0.0,64.55,25.28,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-10,10,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1302.06,924.3,77,64,83.12,83.66,77.05,84.66,6.6,7.61,30,25,3.0,12.0,0.0,0.0,0.0,,70.99,24.93,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-11,11,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1312.79,934.09,77,71,92.21,92.41,83.61,93.75,8.8,10.13,30,27,6.0,22.22,1.0,0.0,0.0,0.0,71.15,34.87,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00044,Demo Infrastructure Project 0044,2025-12,12,Ministry of Mines,Energy,Jharkhand,PSU,1213.52,1323.71,1089.05,77,77,100.0,100.0,95.78,100.0,4.22,4.22,30,30,5.0,16.67,1.0,0.0,0.0,0.0,82.27,24.82,9.08,-10.0,0,0,0,1323.71,77,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-01,1,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,189.31,25.43,94,8,8.51,8.33,7.29,14.04,1.05,6.76,20,1,0.0,0.0,0.0,0.0,0.0,0.0,13.43,8.67,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-02,2,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,189.71,32.63,94,16,17.02,15.52,15.74,28.85,-0.22,13.11,20,3,0.0,0.0,0.0,0.0,0.0,0.0,17.2,13.7,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-03,3,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,190.16,39.64,94,24,25.53,21.55,22.09,32.5,-0.54,10.41,20,5,1.0,20.0,1.0,0.0,0.0,0.0,20.84,19.24,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-04,4,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,190.64,64.78,94,31,32.98,32.72,29.87,37.96,2.86,8.09,20,6,2.0,33.33,0.0,1.0,0.0,0.0,33.98,27.67,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-05,5,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,191.14,74.84,94,39,41.49,44.62,44.5,47.29,0.12,2.79,20,8,1.0,12.5,0.0,0.0,0.0,1.0,39.15,11.37,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-06,6,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,191.67,86.47,94,47,50.0,49.26,52.26,52.71,-3.0,0.44,20,10,,30.0,0.0,0.0,0.0,0.0,45.11,10.98,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-07,7,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,192.21,97.15,94,55,58.51,60.5,61.2,65.79,-0.7,4.59,20,11,4.0,36.36,0.0,0.0,0.0,0.0,50.54,16.39,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-08,8,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,192.77,121.53,94,63,67.02,68.1,59.27,64.49,8.83,5.22,20,13,3.0,23.08,0.0,0.0,0.0,0.0,63.04,25.27,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-09,9,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,193.34,137.46,94,70,74.47,79.73,76.1,79.61,3.63,3.51,20,15,4.0,26.67,0.0,0.0,1.0,0.0,71.1,23.08,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-10,10,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,193.93,140.2,94,78,82.98,84.24,76.62,84.59,7.62,7.97,20,16,3.0,18.75,1.0,0.0,1.0,0.0,72.3,40.26,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-11,11,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,194.53,158.69,94,86,91.49,91.82,87.84,93.29,3.98,5.46,20,18,4.0,22.22,0.0,0.0,0.0,0.0,81.58,19.94,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00063,Demo Infrastructure Project 0063,2025-12,12,Ministry of Mines,Communication,Tamil Nadu,PSU,189.0,195.13,173.26,94,94,100.0,100.0,90.47,95.61,9.53,5.14,20,20,5.0,25.0,0.0,0.0,0.0,0.0,88.79,33.76,3.25,12.16,0,1,1,195.13,106,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-01,1,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,426.11,44.56,82,7,8.54,4.58,5.71,16.33,-1.12,10.62,20,1,0.0,0.0,1.0,0.0,0.0,1.0,10.46,15.48,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-02,2,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,426.36,63.08,82,14,17.07,12.64,10.46,26.81,2.18,16.36,20,3,1.0,33.33,0.0,0.0,1.0,0.0,14.8,31.25,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-03,3,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,426.64,119.13,82,20,24.39,24.77,20.26,34.99,4.51,14.74,20,5,2.0,40.0,0.0,1.0,0.0,0.0,27.92,38.0,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-04,4,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,426.94,154.58,82,27,32.93,38.64,37.55,44.04,1.09,6.49,20,6,1.0,16.67,1.0,0.0,0.0,0.0,36.21,16.91,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-05,5,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,427.26,169.15,82,34,41.46,41.89,43.54,47.69,-1.65,4.15,20,8,2.0,25.0,1.0,1.0,0.0,0.0,39.59,19.47,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-06,6,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,427.59,197.85,82,41,50.0,49.25,46.38,50.91,2.87,4.53,20,10,3.0,30.0,0.0,0.0,1.0,0.0,46.27,27.18,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-07,7,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,427.93,229.06,82,48,58.54,59.2,55.26,57.03,3.94,1.77,20,11,3.0,27.27,0.0,0.0,0.0,0.0,53.53,13.2,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-08,8,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,428.28,273.32,82,55,67.07,67.82,61.03,68.55,6.79,7.52,20,13,5.0,38.46,0.0,0.0,0.0,1.0,63.82,26.88,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-09,9,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,428.63,312.35,82,62,75.61,74.74,70.2,73.26,4.54,3.06,20,15,6.0,40.0,1.0,0.0,1.0,0.0,72.87,31.97,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-10,10,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,429.0,336.59,82,68,82.93,81.98,76.6,79.19,5.39,2.59,20,16,5.0,31.25,0.0,0.0,0.0,0.0,78.46,24.73,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-11,11,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,429.37,352.62,82,75,91.46,88.53,81.4,84.26,7.13,2.86,20,18,6.0,33.33,0.0,0.0,0.0,0.0,82.12,29.66,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00065,Demo Infrastructure Project 0065,2025-12,12,Ministry of Road Transport & Highways,Social Infrastructure,Delhi,Infrastructure Authority,425.91,429.76,410.43,82,82,100.0,100.0,89.52,100.0,10.48,10.48,20,20,7.0,35.0,1.0,0.0,0.0,0.0,95.5,41.41,0.9,20.64,0,1,1,429.76,99,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-01,1,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,413.02,48.82,47,4,8.51,8.06,5.96,9.42,2.1,3.46,11,0,0.0,0.0,1.0,0.0,0.0,0.0,11.82,10.94,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-02,2,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,416.05,87.13,47,8,17.02,15.58,19.24,27.85,-3.66,8.61,11,1,0.0,0.0,0.0,1.0,0.0,0.0,20.94,8.36,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-03,3,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,419.4,116.15,47,12,25.53,26.8,28.73,42.57,-1.93,13.84,11,2,1.0,50.0,0.0,,0.0,0.0,27.69,23.3,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-04,4,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,422.99,134.35,47,16,34.04,35.52,32.21,44.51,3.31,12.3,11,3,1.0,33.33,0.0,0.0,1.0,0.0,31.76,35.08,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-05,5,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,426.77,155.71,47,20,42.55,42.96,46.29,51.98,-3.33,5.69,11,4,1.0,25.0,1.0,1.0,1.0,0.0,36.49,31.49,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-06,6,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,430.7,212.22,47,24,51.06,44.94,36.26,44.83,8.67,8.56,11,5,1.0,20.0,1.0,0.0,1.0,1.0,49.27,35.99,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-07,7,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,434.76,250.79,47,27,57.45,57.7,52.63,61.45,5.07,8.82,11,6,3.0,50.0,0.0,0.0,0.0,0.0,57.68,30.2,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-08,8,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,438.95,258.61,47,31,65.96,68.35,64.85,73.16,3.5,8.32,11,7,,28.57,0.0,1.0,0.0,0.0,58.92,30.41,11.19,10.52,1,1,1,456.66,52,live_demo
PAI-00068,Demo Infrastructure Project 0068,2025-09,9,Ministry of Communications,Energy,Andhra Pradesh,Central Government Department,410.69,443.24,306.35,47,35,74.47,74.67,69.64,69.2,5.03,-0.45,11,8,3.0,37.5,0.0,0.0,0.0,0.0,69.12,22.82,11.19,10.52,1,1,1,456.66,52,live_demo
